,Info,Name-PGN-Site,PGN File,NameForJSON,First Name,Last Name,Wiki-FirstName,Wiki Name,Birth Date,Death Date,Year Grandmaster,Country,Wikipedia Page,Name For Wiki Search,Wikipedia Search Link,Wiki Search Results,First Wiki Result,wiki_url,wiki_summary,Wiki Page Title
82,"Vassily Ivanchuk, 3893 games",Vassily Ivanchuk,Ivanchuk.pgn,Ivanchuk,Vassily,Ivanchuk,Vassily,Vassily Ivanchuk ,1969-03-18,,1988-01-01, Ukraine,,Vassily+Ivanchuk+chess,https://en.wikipedia.org/w/index.php?search=Vassily+Ivanchuk+chess,"['Vassily Ivanchuk', 'Amber chess tournament', 'Linares International Chess Tournament', 'M-Tel Masters', 'Leinier Domínguez', 'Viktor Zheliandinov', 'Reggio Emilia chess tournament', '1992 in chess', 'Henry Robert Steel', '2001 in chess']",Vassily Ivanchuk,https://en.wikipedia.org/wiki/Vassily_Ivanchuk,"Vassily Mykhaylovych Ivanchuk, also transliterated as Vasyliy or Vasyl (Ukrainian: Василь Михайлович Іванчук; born March 18, 1969), is a Ukrainian chess grandmaster and current World Rapid Chess Champion.
A leading player since 1988, Ivanchuk was ranked No. 2 three times (July 1991, July 1992, October 2007). His erratic results has seen him drop as low as 30th in July 2009 before returning to the top ten in the next list.
Ivanchuk has won Linares, Wijk aan Zee, Tal Memorial, Gibraltar Masters and M-Tel Masters titles. Ivanchuk was the 2007 World Blitz Chess champion, won the Melody Amber rapid in 1992 and shared the combined event in 2010.
In 2011, by the decree of the President of Ukraine, Ivanchuk was awarded the Order of Prince Yaroslav the Wise IV degree.
In 2016, Ivanchuk won the World Rapid Chess Championship in Doha, Qatar by defeating the current World Champion Magnus Carlsen among many others.

",Vassily Ivanchuk
83,"Alexander Ivanov, 1274 games",Alexander Ivanov,IvanovA.pgn,IvanovA,Alexander,Ivanov,Alexander,Alexander Ivanov ,1956-05-01,,1991-01-01, United States,,Alexander+Ivanov+chess,https://en.wikipedia.org/w/index.php?search=Alexander+Ivanov+chess,"['Alexander Ivanov', 'Alexander Andreyevich Ivanov', 'Alexander Ivanov (chess player)', 'Alexander Ivanov-Kramskoi', 'Aleksandr Ivanov (wrestler)', 'Alexander Ivanov (singer)', 'Aleksandr Ivanov (weightlifter)', 'Alexander Ivanov (art collector)', 'Sergei Ivanov', 'Lev Ivanov']",Alexander Ivanov,https://en.wikipedia.org/wiki/Alexander_Ivanov_(chess_player),"Alexander Ivanov (born May 1, 1956) is a Soviet-born American chess grandmaster. Born in Omsk, he was joint US champion in 1995 (with Nick de Firmian and Patrick Wolff), and Pan American champion in 1998. In 2007 he tied for first place with Julio Granda, Varuzhan Akobian, Darcy Lima and Eduardo Iturrizaga in the American Continental Championship in Cali.
Ivanov competed in four FIDE World Championships (1999, 2000, 2002 and 2004) and four FIDE World Cups (2005, 2007, 2009 and 2011).
He played for the Soviet team in the World U26 Team Championship in 1978, winning the team silver medal, and in 1980, taking two gold medals. Ivanov played for the US team in the 2002 Chess Olympiad.",Alexander Ivanov (chess player)
84,"Igor Ivanov, 784 games",Igor Ivanov,IvanovI.pgn,IvanovI,Igor,Ivanov,Alexander,,,,,,,Igor+Ivanov+chess,https://en.wikipedia.org/w/index.php?search=Igor+Ivanov+chess,"['Igor Ivanov', 'Igor Ivanov (chess player)', 'Igor Yuryevich Ivanov', 'Igor Ivanov (educationist)', 'Igor Ivanov (disambiguation)', 'Igor Ivanov Izi', 'Igor Ivanov (Scouting)', 'Ivanov (surname)', 'Georgy Ivanov', 'The Piano Room']",Igor Ivanov,https://en.wikipedia.org/wiki/Igor_Ivanov,Igor Sergeyevich Ivanov (born 23 September 1945) is a Russian politician who was Foreign Minister of Russia from 1998 to 2004.,Igor Ivanov
85,"Borislav Ivkov, 2505 games",Borislav Ivkov,Ivkov.pgn,Ivkov,Borislav,Ivkov,Borislav,Borislav Ivkov,1933-11-12,,1955-01-01, Serbia,,Borislav+Ivkov+chess,https://en.wikipedia.org/w/index.php?search=Borislav+Ivkov+chess,"['Borislav Ivkov', 'Ivkov', 'Borislav', 'Borislav Milić', 'Nikola Karaklajić', 'Carlos Jauregui', 'Mijo Udovčić', 'Luis Augusto Sánchez', 'Capablanca Memorial', 'Oscar Quiñones (chess player)']",Borislav Ivkov,https://en.wikipedia.org/wiki/Borislav_Ivkov,"Borislav Ivkov (born November 12, 1933 in Belgrade) is a Serbian chess Grandmaster. He was a World championship candidate in 1965, and played in four more Interzonal tournaments, in 1967, 1970, 1973, and 1979.
He is a three time Yugoslav Champion (1958 joint, 1963 joint, 1972) and was the first World Junior Champion in 1951.
Ivkov represented Yugoslavia 12 times in Olympiad competition, from 1956 to 1980, and six times in European Team Championships.
Ivkov won numerous top-class events during his career; notable tournament triumphs include Mar del Plata 1955, Buenos Aires 1955, Beverwijk 1961, Zagreb 1965, Sarajevo 1967, Amsterdam 1974, and Moscow 1999. For more than 15 years from the mid-1950s, he was the second-ranking Yugoslav player, after Svetozar Gligorić.
He has written his autobiography: My 60 Years in Chess.",Borislav Ivkov
86,"Dmitry Jakovenko, 1606 games",Dmitry Jakovenko,Jakovenko.pgn,Jakovenko,Dmitry,Jakovenko,Dmitry,Dmitry Jakovenko ,1983-06-28,,2001-01-01, Russia,,Dmitry+Jakovenko+chess,https://en.wikipedia.org/w/index.php?search=Dmitry+Jakovenko+chess,"['Dmitry Jakovenko', 'Evgeny Alekseev (chess player)', 'Vladimir Potkin', '2013 European Individual Chess Championship', 'Chess World Cup 2007', 'Denis Khismatullin', 'Sergei Rublevsky', 'Maxim Matlakov', 'Evgeny Tomashevsky', 'Emil Sutovsky']",Dmitry Jakovenko,https://en.wikipedia.org/wiki/Dmitry_Jakovenko,Dmitry Olegovich Jakovenko (Russian: Дмитрий Олегович Яковенко; born 29 June 1983) is a Russian chess grandmaster. He was a member of the gold medal-winning Russian team at the 2009 World Team Chess Championship and at the European Team Chess Championships of 2007 and 2015.,Dmitry Jakovenko
87,"David Janowski, 769 games",David Janowski,Janowski.pgn,Janowski,David,Janowski,,,,,,,,David+Janowski+chess,https://en.wikipedia.org/w/index.php?search=David+Janowski+chess,"['Dawid Janowski', 'World Chess Championship 1910 (Lasker–Janowski)', 'Piotr Janowski', 'Neo-Indian Attack', 'Oldřich Duras', 'Géza Maróczy', 'Paul Lipke', 'Charles Jaffe', 'Richard Teichmann', 'Orchestre de la Suisse Romande']",Dawid Janowski,https://en.wikipedia.org/wiki/Dawid_Janowski,Dawid Markelowicz Janowski [ˈd̪avʲit̪ ˈmaʁkəlɔvit͡ʂ ˈjanɔfski] (25 May 1868 – 15 January 1927; often spelled David) was a leading Polish chess master and subsequent French citizen.,Dawid Janowski
88,"Baadur Jobava, 1518 games",Baadur Jobava,Jobava.pgn,Jobava,Baadur,Jobava,Baadur,Baadur Jobava ,1983-11-26,,2001-01-01, Georgia,,Baadur+Jobava+chess,https://en.wikipedia.org/w/index.php?search=Baadur+Jobava+chess,"['Baadur Jobava', 'Mikhailo Oleksienko', 'Tamaz Gelashvili', 'Sergey Fedorchuk', 'FIDE Grand Prix 2014–15', 'Gadir Guseinov', 'Hrant Melkumyan', 'Normunds Miezis', 'Evgeny Tomashevsky', 'Nils Grandelius']",Baadur Jobava,https://en.wikipedia.org/wiki/Baadur_Jobava,"Baadur Jobava (Georgian: ბაადურ ჯობავა; born 26 November 1983) is a Georgian chess grandmaster and three-time Georgian champion (2003, 2007, 2012).
He won the Dubai Open in 2003 with a score of 7 points out of 9. He took the gold medal at the 2004 36th Chess Olympiad, scoring 8½/10. He took part in the FIDE World Chess Championship 2004, where he was knocked out in the first round by Ruben Felgaer. He won the 2nd Samba Cup in Skanderborg, Denmark in 2005. In 2006 Jobava won the Railyaway Hotel Cup and the prestigious Aeroflot Open.
In 2008 he tied for 1st–8th with Nigel Short, Vadim Milov, Aleksej Aleksandrov, Tamaz Gelashvili, Alexander Lastin, Gadir Guseinov and Farid Abbasov in the President's Cup in Baku. Jobava won the silver medal in the European Individual Championship 2010, held in Rijeka. In August 2011 he tied for 1st–2nd with Hrant Melkumyan in the Lake Sevan tournament in Martuni and won the event on tie-break. In December 2011 he won the 32nd Edoardo Crespi Trophy in Milan with 8,5/9, finishing two points ahead of second placed Vladimir Malaniuk. In the same month Jobava won the European Rapid Chess Championship in Warsaw ahead of 746 players.
In January 2014, Jobava finished equal second and third on tiebreak in the Tata Steel Challengers tournament in Wijk aan Zee scoring 8.5/13. In the following month he won the David Bronstein Memorial in Minsk on tiebreak over Sergey Fedorchuk and Mikhailo Oleksienko. In July he finished second behind Wesley So at the ACP Golden Classic in Bergamo, Italy. In August, 2015, he took clear first place in the 19th HZ Chess Tournament in Vlissingen, the Netherlands, scoring 8/9 points (+7=2-0).
He has taken part in the Chess Olympiads of 2000, 2002, 2004, 2006, 2008, 2010, 2014 and 2016. In the 2010 Olympiad, he defeated the world's number one player Magnus Carlsen in the Georgia-Norway match. In the Baku 2016 Olympiad, he won the individual gold medal for the best first board.
His younger brother Beglar Jobava is also a chess player, an International Master.",Baadur Jobava
89,"Artur Jussupow, 1992 games",Artur Jussupow,Jussupow.pgn,Jussupow,Artur,Jussupow,,,,,,,,Artur+Jussupow+chess,https://en.wikipedia.org/w/index.php?search=Artur+Jussupow+chess,"['Artur Yusupov', 'Chess24.com', 'Chess of the Grandmasters', 'Fabiano Caruana', 'Tilburg chess tournament', 'World Blitz Chess Championship', 'World Rapid Chess Championship']",Artur Yusupov,https://en.wikipedia.org/wiki/Artur_Yusupov,"Artur Mayakovich Yusupov (Russian: Арту́р Маякович Юсу́пов; German: Artur Majakowitsch Jussupow; born February 13, 1960 in Moscow, Soviet Union) is a Russian chess grandmaster and a chess writer. He has lived in Germany since the early 1990s.

",Artur Yusupov
90,"Gregory Kaidanov, 1128 games",Gregory Kaidanov,Kaidanov.pgn,Kaidanov,Gregory,Kaidanov,Gregory,Gregory Kaidanov ,1959-10-11,,1988-01-01, United States,,Gregory+Kaidanov+chess,https://en.wikipedia.org/w/index.php?search=Gregory+Kaidanov+chess,"['Gregory Kaidanov', 'Diego Flores', 'Alexander Shabalov', 'Atulya Shetty', 'Elliott Liu', 'Moscow State University of Railway Engineering', 'Alexey Vyzmanavin', 'Joshua Friedel', 'Ray Robson', 'Vinay Bhat']",Gregory Kaidanov,https://en.wikipedia.org/wiki/Gregory_Kaidanov,"Gregory Kaidanov (Russian: Григорий Зиновьевич Кайда́нов, Grigoriy Zinovyevich Kaydanov; born 11 October 1959) is a Soviet-born American chess grandmaster. He was inducted into the United States Chess Hall of Fame in 2013. His peak rating is 2646, achieved in 2002.",Gregory Kaidanov
91,"Gata Kamsky, 2081 games",Gata Kamsky,Kamsky.pgn,Kamsky,Gata,Kamsky,Gata,Gata Kamsky ,1974-06-02,,1990-01-01, United States,,Gata+Kamsky+chess,https://en.wikipedia.org/w/index.php?search=Gata+Kamsky+chess,"['Gata Kamsky', 'Gata', 'M-Tel Masters', 'Chess World Cup 2007', 'Subramanian Arun Prasad', 'Chess World Cup 2005', 'Sicilian Defence, Katalymov Variation', 'Paul van der Sterren', 'Yury Shulman', 'Varuzhan Akobian']",Gata Kamsky,https://en.wikipedia.org/wiki/Gata_Kamsky,"Gata Kamsky (Tatar: Ğata Kamski; Гата Камский; Russian: Гата Камский; born June 2, 1974) is an American chess grandmaster, and a five-time U.S. champion.
Kamsky reached the final of the FIDE World Chess Championship 1996 at the age of 22, and reached a ranking of fourth in the world rankings in 1995. He played almost no FIDE-rated games between 1997 and late 2004.
Kamsky won the Chess World Cup 2007. This earned him a Candidates Match against Veselin Topalov, which he lost. Kamsky also competed at the Candidates Tournament in 2011 losing to Boris Gelfand.",Gata Kamsky
92,"Sergey Karjakin, 2168 games",Sergey Karjakin,Karjakin.pgn,Karjakin,Sergey,Karjakin,Sergey,Sergey Karjakin ,1990-01-12,,2003-01-01, Russia,,Sergey+Karjakin+chess,https://en.wikipedia.org/w/index.php?search=Sergey+Karjakin+chess,"['Sergey Karjakin', 'Aeroflot Open', 'Norway Chess', '2016 in chess', 'Karyakin', 'Kateryna Dolzhikova', '2015 in chess', 'Tal Memorial', 'Chess World Cup 2015', 'World Chess Championship 2016']",Sergey Karjakin,https://en.wikipedia.org/wiki/Sergey_Karjakin,"Sergey Alexandrovich Karjakin (Russian: Серге́й Алекса́ндрович Каря́кин, Russian pronunciation: [sʲɪrˈɡʲej ɐlʲɪˈksandrəvʲɪtɕ kɐˈrʲakʲɪn]; Ukrainian: Сергій Олександрович Карякін, Serhiy Oleksandrovych Karyakin; born 12 January 1990) is a Russian (formerly representing Ukraine) chess grandmaster. He is a former chess prodigy and holds the record for the world's youngest grandmaster, having qualified for this title at the age of 12 years and 7 months.
In March 2016, Karjakin won the Candidates Tournament 2016 to become the official challenger for the World Chess Championship. He lost the championship match to Magnus Carlsen in November 2016 in rapid-play tiebreak.
Karjakin won the 2012 World Rapid Chess Championship, the Chess World Cup 2015, and the 2016 World Blitz Chess Championship. He also won the Norway Chess Tournament twice (2013, 2014) and the Corus Chess Tournament in 2009.
He has competed in seven Chess Olympiads, three times for Ukraine and four times for Russia, winning three gold medals, two silver and two bronze. He also won the team gold with Russia at the World Team Chess Championship in Antalya in 2013.",Sergey Karjakin
93,"Anatoly Karpov, 3421 games",Anatoly Karpov,Karpov.pgn,Karpov,Anatoly,Karpov,Anatoly,Anatoly Karpov,1951-05-23,,1970-01-01, Russia,,Anatoly+Karpov+chess,https://en.wikipedia.org/w/index.php?search=Anatoly+Karpov+chess,"['Anatoly Karpov', 'Karpov', 'World Chess Championship 1986', 'Anatoly', '1981 in chess', 'World Chess Championship 1975', 'San Antonio 1972 chess tournament', 'Ron Henley (chess player)', 'FIDE World Chess Championship 1998', 'The Great Chess Movie']",Anatoly Karpov,https://en.wikipedia.org/wiki/Anatoly_Karpov,"Anatoly Yevgenyevich Karpov (Russian: Анато́лий Евге́ньевич Ка́рпов; born May 23, 1951) is a Russian chess grandmaster and former World Champion. He was the official world champion from 1975 to 1985 when he was defeated by Garry Kasparov. He played three matches against Kasparov for the title from 1986 to 1990, before becoming FIDE World Champion once again after Kasparov broke away from FIDE in 1993. He held the title until 1999, when he resigned his title in protest against FIDE's new world championship rules. For his decades-long standing among the world's elite, Karpov is considered by many to be one of the greatest players of all time.
His tournament successes include over 160 first-place finishes. He had a peak Elo rating of 2780, and his 90 total months at world number one is the second longest of all-time, behind only Garry Kasparov, since the inception of the FIDE ranking list in 1970.",Anatoly Karpov
94,"Rustam Kasimdzhanov, 1545 games",Rustam Kasimdzhanov,Kasimdzhanov.pgn,Kasimdzhanov,Rustam,Kasimdzhanov,Rustam,Rustam Kasimdzhanov ,1979-12-05,,1997-01-01, Uzbekistan,,Rustam+Kasimdzhanov+chess,https://en.wikipedia.org/w/index.php?search=Rustam+Kasimdzhanov+chess,"['Rustam Kasimdzhanov', 'Chess World Cup 2002', 'Marie Sebag', 'Pavel Tregubov', 'Chess24.com', 'Zoltán Almási', 'Rostam (name)', 'Leonid Gofshtein', 'FIDE World Chess Championship 2004', 'Accoona']",Rustam Kasimdzhanov,https://en.wikipedia.org/wiki/Rustam_Kasimdzhanov,"Rustam Kasimdzhanov (Uzbek: Rustam Qosimjonov; Russian: Рустам Касымджанов; born 5 December 1979, Tashkent, Uzbek Soviet Socialist Republic) is an Uzbek chess Grandmaster and former FIDE World Champion (2004-05).
He was Asian Individual Champion in 1998.
Long-time second to Viswanathan Anand - helping him in the 2008, 2010 and 2012 World Championship matches - he has also trained with Sergey Karjakin and Fabiano Caruana.",Rustam Kasimdzhanov
